code,service_term,level
LT-8300.3000,Hyperalimentation Assistance,4
LT-8300.3400,IV Hydration Therapy,4
LT-8300.3430,IV Nutritional Therapy,4
LT-8300.8500,Tube Feeding,4
LT-8300.8500-250,Gastrostomy Tube Feeding,5
LT-8300.8500-340,Jejunostomy Tube Feeding,5
LT-8300.8500-600,Nasogastric Feeding,5
LT-8500,Tattoo Removal,3
LT-8900,Tracheotomy Care,3
LT-8900.9000,Tracheotomy Care With Humidified Oxygen,4
LT-8950,Transgender Hormone Therapy,3
LT-9500,Weight Management,3
LT-9500.9500,Weight Gain Assistance,4
LT-9500.9550,Weight Loss Assistance,4
LT-9500.9550-100,Clinical Weight Loss Programs,5
LT-9500.9550-170,Diet and Exercise Resorts,5
LT-9500.9550-600,Non-Clinical Weight Loss Programs,5
LV,Specialty Medicine,2
LV-0200,Aerospace Medicine,3
LV-0500,Allergy Specialty,3
LV-0500.0500,Allergy Shots,4
LV-0550,Andrology,3
LV-0600,Anesthesia Services,3
LV-1000,Biomedical Engineering,3
LV-1000.7000,Rehabilitation Engineering,4
LV-1600,Dental Care,3
LV-1600.1300,Cavity Prevention Measures,4
LV-1600.1300-150,Dental Sealants,5
LV-1600.1300-200,Fluoride Treatments/Supplements,5
LV-1600.1500,Cosmetic Dentistry,4
LV-1600.1700,Dental Hygiene,4
LV-1600.1730,Dental Laboratories,4
LV-1600.1750,Dental Prosthodontics,4
LV-1600.1750-110,Dental Bridges,5
LV-1600.1750-140,Dental Implants,5
LV-1600.1750-170,Dentures,5
LV-1600.1800,Dental Restoration,4
LV-1600.1900,Emergency Dental Care,4
LV-1600.1980,Endodontics,4
LV-1600.2300,Forensic Dentistry,4
LV-1600.2400,General Dentistry,4
LV-1600.2500,Geriatric Dentistry,4
LV-1600.5000,Mobile Dental Care,4
LV-1600.6300,Oral/Maxillofacial Surgery,4
LV-1600.6350,Orthodontics,4
LV-1600.6400,Pediatric Dentistry,4
LV-1600.6500,Periodontics,4
LV-1600.6600,Private Dental Practices,4
LV-1600.8000,Special Care Dentistry,4
LV-1800,Dermatology,3
LV-2400,Eye Care,3
LV-2400.5000,Mobile Eye Care,4
LV-2400.6300,Ophthalmology,4
LV-2400.6300-150,Cornea/External Eye Treatment,5
LV-2400.6300-180,Eye Surgery,5
LV-2400.6300-220,General Ophthalmology,5
LV-2400.6300-250,Glaucoma Treatment,5
LV-2400.6300-600,Neuro-Ophthalmology,5
LV-2400.6300-630,Orthoptics,5
LV-2400.6300-650,Pediatric Ophthalmology,5
LV-2400.6300-700,Radial Keratotomy,5
LV-2400.6300-900,Vitreo Retinal Services,5
LV-2400.6350,Optometry,4
LV-2600,Family and Community Medicine,3
LV-3300,Internal Medicine,3
LV-3300.1500,Cardiovascular Medicine,4
LV-3300.1800,Endocrinology,4
LV-3300.2800,Gastroenterology,4
LV-3300.2850,General Internist Services,4
LV-3300.2900,Geriatric Medicine,4
LV-3300.3000,Hematology,4
LV-3300.3100,Immunology,4
LV-3300.3150,Infectious Disease Specialty,4
LV-3300.5000,Medical Oncology,4
LV-3300.6000,Nephrology,4
LV-3300.6500,Pulmonary Disease Specialty,4
LV-3300.7000,Rheumatology,4
LV-5000,Military/Naval Medicine,3
LV-5500,Neurology,3
LV-5700,Neuropsychiatry/Neuropsychology,3
LV-5800,Nuclear Medicine,3
LV-6000,Obstetrics/Gynecology,3
LV-6000.1000,Breast Care Centers,4
LV-6000.2400,General Obstetrics,4
LV-6000.2500,Gynecologic Oncology,4
LV-6000.2550,Gynecology Services,4
LV-6000.5000,Maternal and Fetal Medicine,4
LV-6000.7000,Reproductive Endocrinology,4
LV-6000.9000,Urogynecology,4
LV-6050,Occupational Medicine,3
LV-6300,Osteopathy,3
LV-6400,Otolaryngology,3
LV-6700,Pathology and Laboratory Medicine,3
LV-6800,Pediatrics,3
LV-6800.0300,Adolescent Medicine,4
LV-6800.0500,Ambulatory Pediatrics,4
LV-6800.1800,Developmental-Behavioral Pediatrics,4
LV-6800.5500,Neonatal/Perinatal Medicine,4
LV-6800.6500,Pediatric Allergy Specialty,4
LV-6800.6550,Pediatric Cardiology,4
LV-6800.6570,Pediatric Cardiothoracic Surgery,4
LV-6800.6600,Pediatric Endocrinology,4
LV-6800.6650,Pediatric Gastroenterology,4
LV-6800.6700,Pediatric Hematology/Oncology,4
LV-6800.6750,Pediatric Immunology,4
LV-6800.6800,Pediatric Infectious Disease Specialty,4
LV-6800.6850,Pediatric Nephrology,4
LV-6800.6860,Pediatric Neurology,4
LV-6800.6880,Pediatric Orthopedics,4
LV-6800.6890,Pediatric Otolaryngology,4
LV-6800.6900,Pediatric Pulmonary Disease Specialty,4
LV-6800.6950,Pediatric Radiology,4
LV-6800.6970,Pediatric Rehabilitation,4
LV-6800.7000,Pediatric Rheumatology,4
LV-6800.8000,Pediatric Surgery,4
LV-6800.9000,Pediatric Urology,4
LV-6850,Phlebology,3
LV-6900,Physical Medicine and Rehabilitation,3
LV-7200,Podiatry/Foot Care,3
LV-7500,Radiology,3
LV-8000,Sports Medicine,3
LV-8300,Surgery,3
LV-8300.1500,Cardiothoracic Surgery,4
LV-8300.1550,Colorectal Surgery,4
LV-8300.2500,General Surgery,4
LV-8300.6000,Neurosurgery,4
LV-8300.6500,Orthopedic Surgery,4
LV-8300.6500-350,Joint Replacement Surgery,5
LV-8300.6550,Plastic/Reconstructive Surgery,4
LV-8300.8550,Trauma Surgery,4
LV-8300.9000,Urology,4
LV-8300.9500,Vascular Surgery,4
LV-8500,Telemedicine,3
LV-8500.3000,Home Telemedicine,4
LV-8500.3100,Hospital/Clinic Based Telemedicine,4
LV-8500.8500,Telecaregiving,4
LV-8650,Travel Medicine,3
LV-8700,Tropical Medicine,3
N,Income Support and Employment,1
ND,Employment,2
ND-1500,Comprehensive Job Assistance Centers,3
ND-1600,Employment Documentation/Verification,3
ND-1600.1000,CIS Immigration Status Verification Program,4
ND-1600.1700,Employment Related Fingerprinting,4
ND-1600.1800,Exemplary Rehabilitation Certification,4
ND-1600.1900,Ex-Offender Employment Certificates,4
ND-1600.2000,Fidelity Bonding Services,4
ND-1600.2000-150,Commercial Fidelity Bonding Services,5
ND-1600.2000-200,Federal Bonding Program,5
ND-1600.6500,Pre-Employment Background Checks,4
ND-1600.8100,Security Clearances,4
ND-1600.9500,Work Permits,4
ND-1600.9500-300,Home Work Permits,5
ND-1600.9500-950,Youth Work Permits,5
ND-2000,Employment Preparation,3
ND-2000.1500,Career Development,4
ND-2000.1500-050,Apprenticeship Preparation,5
ND-2000.1500-120,Career Awareness,5
ND-2000.1500-140,Career Change Counseling,5
ND-2000.1500-160,Career Counseling,5
ND-2000.1500-180,Career Exploration,5
ND-2000.3480,Job Retraining,4
ND-2000.3490,Job Training Expense Assistance,4
ND-2000.3500,Job Training Formats,4
ND-2000.3500-050,Apprenticeship Training,5
ND-2000.3500-100,Business Practice Firms,5
ND-2000.3500-150,Classroom Training,5
ND-2000.3500-330,Internship Programs,5
ND-2000.3500-630,On the Job Training,5
ND-2000.3500-820,Training Businesses,5
ND-2000.3500-950,Work Experience,5
ND-2000.3510,Job Training Resource Lists,4
ND-2000.4500,Layoff Preparation,4
ND-2000.6400,Occupation Specific Job Training,4
ND-2000.6500,Prejob Guidance,4
ND-2000.6500-320,Job Clubs,5
ND-2000.6500-340,Job Interview Training,5
ND-2000.6500-360,Job Readiness,5
ND-2000.6500-370,Job Search Resource Centers,5
ND-2000.6500-380,Job Search Techniques,5
ND-2000.6500-700,Resume Preparation Assistance,5
ND-2000.6600,Prevocational Training,4
ND-2000.9000,Vocational Assessment,4
ND-3400,Job Development,3
ND-3400.8000,Special Needs Job Development,4
ND-3400.9500,Youth Job Development,4
ND-3500,Job Finding Assistance,3
ND-3500.0500,Auditions,4
ND-3500.3500,Job Information,4
ND-3500.3500-340,Job Banks,5
ND-3500.3500-360,Job Fairs,5
ND-3500.3500-380,Job Information Lines,5
ND-3500.3500-420,Job Websites,5
ND-3500.3600,Job Search/Placement,4
ND-3500.3700,Job Search Resource Centers,4
ND-3500.7000,Resume Posting/Blasting Services,4
ND-3500.9500,Work Registration,4
ND-3600,Job Situations,3
ND-3600.0400,Alternative/Contingent Employment Situations,4
ND-3600.0400-180,Day Labor,5
ND-3600.0400-330,Independent Contract Work,5
ND-3600.0400-600,On Call Employment,5
ND-3600.0400-650,Part Time Employment,5
ND-3600.0400-800,Seasonal Employment,5
ND-3600.0400-850,Temporary Employment,5
ND-3600.1500,Civil Service Employment,4
ND-3600.1900,Employment Abroad,4
ND-3600.8200,Summer Employment,4
ND-6400,Skills Exchanges/Cooperatives,3
ND-6500,Training and Employment Programs,3
ND-6500.1500,Comprehensive Disability Related Employment Programs,4
ND-6500.1800,Disability Related Center Based Employment,4
ND-6500.1850,Displaced Homemaker Employment Programs,4
ND-6500.1860,Displaced Worker Employment Programs,4
ND-6500.1950,Ex-Offender Employment Programs,4
ND-6500.3000,Home Employment,4
ND-6500.3050,Homeless Employment Programs,4
ND-6500.3300,Immigrant/Refugee Employment Programs,4
ND-6500.3500,Job Corps,4
ND-6500.8000,Senior Community Service Employment Programs,4
ND-6500.8080,Subsidized Employment,4
ND-6500.8120,Supported Employment,4
ND-6500.8850,Ticket to Work/Self Sufficiency Employment Networks,4
ND-6500.8870,Ticket to Work/Self Sufficiency Program,4
ND-6500.9000,Trade Adjustment Assistance Programs,4
ND-6500.9200,Veteran Employment Programs,4
ND-6500.9500,Welfare to Work Programs,4
ND-6500.9500-120,GAIN Programs,5
ND-6500.9600,WIOA Programs,4
ND-6500.9800,Youth Employment Programs,4
ND-6500.9800-050,At Risk Youth Employment Programs,5
ND-6500.9800-250,General Youth Employment Programs,5
ND-6500.9800-800,Student Employment Programs,5
ND-6500.9800-850,Summer Youth Employment Programs,5
ND-9000,Vocational Rehabilitation,3
ND-9200,Volunteer Service Programs,3
ND-9200.0300,AmeriCorps,4
ND-9200.0300-050,AmeriCorps National Civilian Community Corps,5
ND-9200.0300-080,AmeriCorps State and National,5
ND-9200.0300-100,AmeriCorps VISTA,5
ND-9200.1500,Conservation Service Volunteer Programs,4
ND-9200.6500,Peace Corps,4
ND-9200.8000,Senior Corps Volunteer Programs,4
ND-9200.8000-200,Foster Grandparent Program,5
ND-9200.8000-700,RSVP Program,5
ND-9200.8000-800,Senior Companion Program,5
ND-9300,Work Related Fee Payment Assistance,3
ND-9500,Workplace Evaluation/Modification,3
NL,Public Assistance Programs,2
NL-1000,Basic Income Maintenance Programs,3
NL-1000.2400,Gap Group Income Maintenance Programs,4
NL-1000.2400-150,Cash Assistance Program for Immigrants,5
NL-1000.2400-800,State Administered SSI Supplement Programs,5
NL-1000.2500,General Relief,4
NL-1000.2500-230,General Relief Appeals/Complaints,5
NL-1000.2500-250,General Relief Applications,5
NL-1000.2500-270,General Relief Check Outlets,5
NL-1000.3000,Homeless Financial Assistance Programs,4
NL-1000.6000,Native American General Assistance,4
NL-1000.7000,Refugee/Entrant Cash Assistance,4
NL-1000.7000-700,Refugee/Entrant Cash Assistance Appeals/Complaints,5
NL-1000.7000-720,Refugee/Entrant Cash Assistance Applications,5
NL-1000.7200,Repatriation Assistance,4
NL-1000.8000,Special Circumstances,4
NL-1000.8100,SSI,4
NL-1000.8100-330,Interim Assistance Reimbursement Payments,5
NL-1000.8100-800,SSI Appeals/Complaints,5
NL-1000.8100-820,SSI Applications,5
NL-1000.8500,TANF,4
NL-1000.8500-830,TANF Appeals/Complaints,5
NL-1000.8500-850,TANF Applications,5
NL-1000.8500-870,TANF Check Outlets,5
NL-1900,EBT Card Services,3
NL-3000,Household Related Public Assistance Programs,3
NL-3000.0500,Attendant Subsidies,4
NL-3000.1500,Child Care Expense Assistance,4
NL-3000.1500-150,Child Care Expense Assistance Appeals/Complaints,5
NL-3000.1500-155,Child Care Expense Assistance Applications,5
NL-3000.1900,Family Caregiver Subsidies,4
NL-3000.3300,In Home Supportive Services Subsidies,4
NL-3000.3300-320,In Home Supportive Services Appeals/Complaints,5
NL-3000.3300-340,In Home Supportive Services Applications,5
NL-3000.3500,Kinship Care Subsidy Programs,4
NL-3000.7000,Respite Care Subsidies,4
NL-5000,Medical Public Assistance Programs,3
NL-5000.1500,CHIP Programs,4
NL-5000.2600,Government Subsidized Prescription Drug Benefits,4
NL-5000.2700,Home/Community Care Financing Programs,4
NL-5000.3300,Intermediate Care Facility/DD Transition Financing Programs,4
NL-5000.4000,Long Term Care Resident Subsidies,4
NL-5000.5000,Medicaid,4
NL-5000.5000-500,Medicaid Appeals/Complaints,5
NL-5000.5000-520,Medicaid Applications,5
NL-5000.5000-525,Medicaid Buy In Programs,5
NL-5000.5000-530,Medicaid Card Replacement,5
NL-5000.5000-560,Medicaid Estate Recovery Programs,5
NL-5000.5000-650,Medicaid Prior Authorization,5
NL-5000.5000-700,Medicare Savings Programs,5
NL-5000.5000-750,PACE Programs,5
NL-5000.5000-770,State Medicaid Managed Care Enrollment Programs,5
NL-5000.5000-775,State Medicaid Managed Care Insurance Carriers,5
NL-5000.5000-780,State Medicaid Waiver Appeals/Complaints,5
NL-5000.5000-800,State Medicaid Waiver Programs,5
NL-5000.5000-800.30,Home/Community Based Care Waiver Programs,6
NL-5000.5000-800.50,Managed Care/Freedom of Choice Waiver Programs,6
NL-5000.5000-800.70,Research and Demonstration Project Waiver Programs,6
NL-5000.6500,Nursing Home Transition Financing Programs,4
NL-5000.6800,PACE Programs,4
NL-5000.8000,State/Local Health Insurance Programs,4
NL-5000.8000-050,Adult State/Local Health Insurance Programs,5
NL-5000.8000-150,Children's State/Local Health Insurance Programs,5
NL-5000.8000-800,State/Local Health Insurance Program Appeals/Complaints,5
NL-6000,Nutrition Related Public Assistance Programs,3
NL-6000.2000,Food Stamps/SNAP,4
NL-6000.2000-200,Food Stamps/SNAP Appeals/Complaints,5
NL-6000.2000-220,Food Stamps/SNAP Applications,5
NL-6000.2500,Gap Group Nutrition Related Benefits,4
NL-6000.9500,WIC,4
NL-6000.9500-930,WIC Appeals/Complaints,5
NL-6000.9500-950,WIC Applications/Certification,5
NL-6000.9500-960,WIC Distribution Centers,5
NL-6500,Public Assistance Overpayment Recovery Programs,3
NS,Social Insurance Programs,2
NS-1000,Burial Benefits,3
NS-1000.8000,Social Security Burial Benefits,4
NS-1000.9000,Veteran Burial Benefits,4
NS-1800,Disability Benefits,3
NS-1800.1500,Coal Miner Workers Compensation,4
NS-1800.6500,Railroad Workers Disability Insurance,4
NS-1800.8000,Social Security Disability Insurance,4
NS-1800.8000-800,Social Security Disability Insurance Appeals/Complaints,5
NS-1800.8000-820,Social Security Disability Insurance Applications,5
NS-1800.8100,State Disability Insurance,4
NS-1800.8100-800,State Disability Insurance Appeals/Complaints,5
NS-1800.8100-820,State Disability Insurance Applications,5
NS-1800.9000,Veteran Compensation and Pension Benefits,4
NS-1800.9000-900,Veteran Aid and Attendance Benefits,5
NS-1800.9000-920,Veteran Disability Compensation Benefits,5
NS-1800.9000-940,Veteran Housebound Benefits,5
NS-1800.9000-960,Veteran Pension Program,5
NS-1800.9500,Workers Compensation,4
NS-4500,Life Insurance,3
NS-4500.2000,Federal Employees Life Insurance,4
NS-4500.5000,Military Life Insurance,4
NS-4500.8000,State/Municipal Employees Life Insurance,4
NS-4500.9000,Veteran Life Insurance,4
NS-7000,Retirement Benefits,3
NS-7000.1500,Civil Service Retirement Benefits,4
NS-7000.5000,Military Retirement Benefits,4
NS-7000.7000,Railroad Workers Retirement Benefits,4
NS-7000.8000,Social Security Retirement Benefits,4
NS-8000,Social Health Insurance,3
NS-8000.2000,Federal Employees Health Benefits,4
NS-8000.5000,Medicare,4
NS-8000.5000-020,Accountable Care Organizations,5
NS-8000.5000-480,Medicare Advantage Plan Enrollment,5
NS-8000.5000-480.45,Medicare HMO Plan Enrollment,6
NS-8000.5000-480.50,Medicare PPO Plan Enrollment,6
NS-8000.5000-480.55,Medicare Private Fee For Service Plan Enrollment,6
NS-8000.5000-480.60,Medicare Special Needs Plan Enrollment,6
NS-8000.5000-520,Medicare Appeals/Complaints,5
NS-8000.5000-525,Medicare Card Replacement,5
NS-8000.5000-530,Medicare Durable Medical Equipment Regional Carriers,5
NS-8000.5000-560,Medicare Enrollment,5
NS-8000.5000-580,Medicare Fiscal Intermediaries,5
NS-8000.5000-590,Medicare Part B Carriers,5
NS-8000.5000-600,Medicare Part D Low Income Subsidy Applications,5
NS-8000.5000-660,Medicare Prescription Drug Plan Enrollment,5
NS-8000.8100,State/Municipal Employees Health Benefits,4
NS-8000.9000,Veteran/Military Health Insurance,4
NS-8000.9000-160,CHAMPVA,5
NS-8000.9000-750,TRICARE Extra,5
NS-8000.9000-800,TRICARE Prime,5
NS-8000.9000-850,TRICARE Standard,5
NS-8000.9000-900,Veterans Choice Program,5
NS-8200,Survivors Insurance,3
NS-8200.1500,Civil Service Survivors Insurance,4
NS-8200.1600,Coal Miner Survivors Insurance,4
NS-8200.7000,Railroad Workers Survivors Insurance,4
NS-8200.8000,Social Security Survivors Insurance,4
NS-8200.9000,Veteran Survivors Benefits,4
NS-9000,Unemployment Insurance,3
NS-9000.7000,Railroad Workers Unemployment Insurance,4
NS-9000.9000,State Unemployment Insurance,4
NS-9000.9000-800,State Unemployment Insurance Appeals/Complaints,5
NS-9000.9000-850,State Unemployment Insurance Applications,5
NT,Temporary Financial Assistance,2
NT-2500,Gift Card Distribution Programs,3
NT-6400,Personal Loans,3
NT-6400.3300,Interest Free Loans,4
NT-6400.4500,Low Interest Loans,4
NT-6500,Service Cost Payment Assistance,3
NT-8900,Undesignated Temporary Financial Assistance,3
P,Individual and Family Life,1
PB,Death Certification/Burial Arrangements,2
PB-0900,Burial/Cremation Expense Assistance,3
PB-1400,Cemetery Property,3
PB-1400.2500,Green Cemeteries,4
PB-1400.4500,Local Cemeteries,4
PB-1400.6000,National Cemeteries,4
PB-1420,Cemetery Visitation Transportation Assistance,3
PB-1600,Coroner Services,3
PB-1800,Estate Disposition Services,3
PB-1950,Funeral Preplanning Services,3
PB-2000,Funeral Societies,3
PB-2500,Gravesite Tending Services,3
PB-3100,Home Funeral Planning/Support Services,3
PB-4900,Morgues,3
PB-5000,Mortuary Services,3
PB-5000.0500,Ashes Disposition,4
PB-5000.0900,Body Shipment Services,4
PB-5000.1000,Burial Services,4
PB-5000.1550,Cremation Services,4
PB-5000.1800,Embalming Services,4
PB-5000.2200,Funeral Coach Services,4
PB-5000.2250,Funeral Flowers,4
PB-5000.2300,Funeral Services,4
PB-5000.2600,Green Funerals/Burials,4
PB-5000.3300,Interment Accessories,4
PD,Domestic Animal Services,2
PD-0700,Animal Regulation,3
PD-0700.0400,Animal Control,4
PD-0700.0600,Animal Licenses,4
PD-0700.1500,Canine Obedience Certification Programs,4
PD-0700.1900,Dangerous Dog Registration,4
PD-6250,Pet Care Services,3
PD-6250.0750,Animal Training,4
PD-6250.0750-050,Agility Dog Training,5
PD-6250.0750-180,Dog Obedience Classes,5
PD-6250.0750-450,Litter Box Training,5
PD-6250.0750-600,Personal Protection Dog Training,5
PD-6250.0750-630,Pet Assisted Therapy Workshops,5
PD-6250.0750-650,Police Dog Training,5
PD-6250.0750-700,Rattlesnake Avoidance Training,5
PD-6250.0750-800,Sporting/Working Dog Training,5
PD-6250.1800,Dog Walking Services,4
PD-6250.1900,Doggie Day Care,4
PD-6250.2000,First Aid for Pets Training,4
PD-6250.5900,Pet Acquisition Assistance,4
PD-6250.6000,Pet Boarding/Sitting Services,4
PD-6250.6350,Pet Care Information,4
PD-6250.6400,Pet Care Supplies,4
PD-6250.6500,Pet Cemeteries,4
PD-6250.6600,Pet Food,4
PD-6250.6650,Pet Grooming Services,4
PD-6250.6700,Pet Health Insurance,4
PD-6250.7500,Pet Transportation,4
PD-6250.8900,Pet Waste Removal Services,4
PD-7600,Protective Services for Animals,3
PD-7600.0100,Animal Adoption,4
PD-7600.0300,Animal Lost and Found,4
